0.01872 14.5114
0.02652 14.5038
0.04212 14.5242
0.05928 14.5182
0.08424 14.4970
0.1326  14.5055
0.1435  14.4978
0.2589  14.4697
0.2932  14.5200
0.4087  14.5531
0.4352  14.5787
0.4368  14.5548
0.4586  14.5446
0.4695  14.5548
0.4882  14.5846
0.5647  14.5880
0.6864  14.7012
0.7067  14.6680
0.7067  14.6919
0.7176  14.7063
0.7207  14.7259
0.7379  14.6919
0.7581  14.7302
0.7644  14.7029
0.8346  14.7906
0.8720  14.7923
0.9438  14.6527
0.9859  14.5276
